date,site_id,day_of_week,week_number,month,is_holiday_period,forecast_demand,actual_demand,transactions_or_jobs_completed,scheduled_hours,actual_hours_worked,overtime_hours,agency_hours,absence_hours,service_level_score,customer_wait_time_or_delay_index,labour_cost_gbp,agency_cost_gbp,overtime_cost_gbp
2024-05-10,31,4,19,5,0,149.2,153.0,496,12.2,11.6,0.0,0.0,0.6,0.905,3.6,1605.34,0.0,0.0
2024-05-11,31,5,19,5,0,177.5,184.5,717,12.6,12.6,0.7,0.0,0.7,0.708,5.5,1778.37,0.0,142.8
2024-05-12,31,6,19,5,0,205.7,204.8,566,14.1,13.9,0.6,0.0,0.8,0.718,7.2,2085.49,0.0,124.14
2024-05-13,31,0,20,5,0,104.0,100.4,381,8.3,8.0,0.0,0.0,0.3,0.866,2.9,1193.65,0.0,0.0
2024-05-14,31,1,20,5,0,97.3,101.2,363,8.6,9.0,0.0,0.7,0.3,0.932,2.5,1271.11,152.34,0.0
2024-05-15,31,2,20,5,0,103.5,100.9,326,8.7,8.2,0.0,0.0,0.5,0.915,3.5,1190.58,0.0,0.0
2024-05-16,31,3,20,5,0,154.7,161.5,484,12.8,12.2,0.0,0.0,0.6,0.875,5.0,1773.26,0.0,0.0
2024-05-17,31,4,20,5,0,162.8,160.0,694,11.6,10.9,0.0,0.0,0.7,0.778,6.5,1513.45,0.0,0.0
2024-05-18,31,5,20,5,0,161.9,160.1,587,11.8,11.4,0.3,0.0,0.7,0.694,9.3,1585.12,0.0,57.74
2024-05-19,31,6,20,5,0,145.8,148.1,542,12.4,11.7,0.0,0.0,0.7,0.908,2.2,1741.21,0.0,0.0
2024-05-20,31,0,21,5,0,146.4,141.6,429,12.5,11.8,0.0,0.0,0.7,0.915,4.5,1649.33,0.0,0.0
2024-05-21,31,1,21,5,0,100.0,97.1,382,8.5,8.1,0.0,0.0,0.4,0.914,2.9,1117.23,0.0,0.0
2024-05-22,31,2,21,5,0,157.3,153.6,520,13.7,13.2,0.0,0.0,0.5,0.916,3.0,1840.93,0.0,0.0
2024-05-23,31,3,21,5,0,130.8,126.2,427,10.1,9.7,0.0,0.0,0.4,0.849,3.5,1395.79,0.0,0.0
2024-05-24,31,4,21,5,0,169.9,166.8,492,12.0,12.0,0.0,0.6,0.6,0.907,3.5,1797.91,141.25,0.0
2024-05-25,31,5,21,5,0,157.0,150.8,409,10.9,10.9,0.3,0.0,0.3,0.766,5.4,1579.8,0.0,59.73
2024-05-26,31,6,21,5,0,193.6,192.4,700,15.5,15.6,0.0,0.6,0.5,0.909,3.2,2202.43,125.27,0.0
2024-05-27,31,0,22,5,0,128.4,126.9,435,11.2,10.7,0.0,0.0,0.5,0.94,3.0,1568.8,0.0,0.0
2024-05-28,31,1,22,5,0,127.5,121.4,369,9.9,9.5,0.0,0.0,0.4,0.87,3.3,1402.07,0.0,0.0
2024-05-29,31,2,22,5,0,123.3,124.5,314,10.2,9.8,0.0,0.0,0.4,0.898,4.5,1435.8,0.0,0.0
2024-05-30,31,3,22,5,0,143.3,137.8,418,11.4,10.8,0.0,0.0,0.6,0.866,3.5,1511.28,0.0,0.0
2024-05-31,31,4,22,5,0,164.7,163.5,538,11.4,10.8,0.0,0.0,0.6,0.73,8.5,1525.95,0.0,0.0
2024-06-01,31,5,22,6,0,227.4,226.6,949,15.8,15.7,0.7,0.0,0.8,0.742,4.4,2259.79,0.0,146.18
2024-06-02,31,6,22,6,0,162.1,163.5,451,12.4,11.9,0.0,0.0,0.5,0.792,6.8,1795.72,0.0,0.0
2024-06-03,31,0,23,6,0,148.0,150.4,508,12.8,12.1,0.0,0.0,0.7,0.946,3.4,1682.52,0.0,0.0
2024-06-04,31,1,23,6,0,122.5,121.5,341,9.4,9.0,0.0,0.0,0.4,0.833,5.7,1351.5,0.0,0.0
2024-06-05,31,2,23,6,0,122.5,125.6,494,10.0,9.7,0.0,0.0,0.3,0.893,4.6,1362.59,0.0,0.0
2024-06-06,31,3,23,6,0,160.3,157.8,688,12.5,11.9,0.0,0.0,0.6,0.874,4.5,1740.35,0.0,0.0
2024-06-07,31,4,23,6,0,166.7,167.3,568,13.6,12.9,0.0,0.0,0.7,0.851,3.3,1836.84,0.0,0.0
2024-06-08,31,5,23,6,0,167.9,171.9,626,13.8,13.2,0.0,0.0,0.6,0.885,4.1,1917.57,0.0,0.0
2024-06-09,31,6,23,6,0,208.4,200.9,828,13.5,13.5,0.7,0.0,0.7,0.778,7.8,2004.94,0.0,149.86
2024-06-10,31,0,24,6,0,131.3,127.4,396,10.0,9.5,0.0,0.0,0.5,0.881,5.0,1339.57,0.0,0.0
2024-06-11,31,1,24,6,0,139.7,144.2,487,12.9,12.3,0.0,0.0,0.6,0.955,3.5,1739.96,0.0,0.0
2024-06-12,31,2,24,6,0,136.4,137.9,374,12.3,12.1,0.0,0.4,0.6,0.959,1.8,1822.7,90.85,0.0
2024-06-13,31,3,24,6,0,122.2,126.8,453,11.0,11.3,0.0,0.7,0.4,0.975,1.0,1605.85,155.27,0.0
2024-06-14,31,4,24,6,0,145.2,143.1,475,12.1,11.5,0.0,0.0,0.6,0.902,2.4,1706.09,0.0,0.0
2024-06-15,31,5,24,6,0,211.4,207.0,624,15.5,15.8,0.4,0.8,0.9,0.804,5.0,2404.25,179.83,87.96
2024-06-16,31,6,24,6,0,160.2,167.3,673,12.7,12.0,0.0,0.0,0.7,0.817,5.6,1775.3,0.0,0.0
2024-06-17,31,0,25,6,0,118.4,121.5,525,9.5,9.0,0.0,0.0,0.5,0.902,4.9,1360.16,0.0,0.0
2024-06-18,31,1,25,6,0,145.5,138.8,492,12.3,11.6,0.0,0.0,0.7,0.954,3.3,1756.56,0.0,0.0
2024-06-19,31,2,25,6,0,111.5,113.1,478,10.2,9.8,0.0,0.0,0.4,0.935,2.7,1435.28,0.0,0.0
2024-06-20,31,3,25,6,0,143.6,138.1,387,12.3,11.6,0.0,0.0,0.7,0.932,1.5,1700.34,0.0,0.0
2024-06-21,31,4,25,6,0,185.9,180.7,661,13.3,12.5,0.0,0.0,0.8,0.754,7.7,1761.87,0.0,0.0
2024-06-22,31,5,25,6,0,190.7,189.0,725,15.2,14.6,0.0,0.0,0.6,0.867,3.6,2109.05,0.0,0.0
2024-06-23,31,6,25,6,0,174.8,175.1,463,12.9,13.3,0.2,0.8,0.6,0.853,3.2,1985.5,174.18,41.75
2024-06-24,31,0,26,6,0,131.2,133.4,476,10.6,10.0,0.0,0.0,0.6,0.876,5.0,1401.63,0.0,0.0
2024-06-25,31,1,26,6,0,97.1,94.3,324,7.8,8.0,0.0,0.5,0.3,0.943,2.1,1107.52,102.6,0.0
2024-06-26,31,2,26,6,0,127.9,133.3,418,11.1,10.7,0.0,0.0,0.4,0.903,3.4,1551.14,0.0,0.0
2024-06-27,31,3,26,6,0,155.3,153.5,516,13.8,14.2,0.0,0.9,0.5,0.925,2.5,1986.25,178.98,0.0
2024-06-28,31,4,26,6,0,159.5,157.2,636,12.5,12.1,0.0,0.0,0.4,0.84,4.5,1679.48,0.0,0.0
2024-06-29,31,5,26,6,0,203.7,212.8,644,14.7,14.5,0.6,0.0,0.8,0.698,7.5,2025.96,0.0,124.83
2024-06-30,31,6,26,6,0,144.7,139.0,618,9.8,9.8,0.5,0.0,0.5,0.756,7.0,1449.5,0.0,106.05
2024-07-01,31,0,27,7,0,163.5,157.4,539,12.9,12.3,0.0,0.0,0.6,0.88,5.2,1711.57,0.0,0.0
2024-07-02,31,1,27,7,0,167.9,171.8,652,14.5,13.8,0.0,0.0,0.7,0.901,2.7,2000.15,0.0,0.0
2024-07-03,31,2,27,7,0,137.0,137.2,411,10.7,10.3,0.0,0.0,0.4,0.863,5.0,1488.95,0.0,0.0
2024-07-04,31,3,27,7,0,152.1,146.6,531,12.9,12.4,0.0,0.0,0.5,0.926,3.6,1810.99,0.0,0.0
2024-07-05,31,4,27,7,0,195.7,198.6,708,13.8,13.2,0.0,0.0,0.6,0.736,8.4,1904.48,0.0,0.0
2024-07-06,31,5,27,7,0,258.0,246.9,1126,16.9,16.8,0.5,0.0,0.6,0.692,8.0,2329.75,0.0,98.66
2024-07-07,31,6,27,7,0,251.6,254.0,790,20.4,19.3,0.0,0.0,1.1,0.864,2.4,2783.03,0.0,0.0
2024-07-08,31,0,28,7,0,127.3,130.8,382,11.4,10.8,0.0,0.0,0.6,0.924,4.2,1608.17,0.0,0.0
2024-07-09,31,1,28,7,0,136.3,142.5,502,11.9,11.3,0.0,0.0,0.6,0.901,4.3,1573.52,0.0,0.0
2024-07-10,31,2,28,7,0,162.8,157.8,459,12.4,11.7,0.0,0.0,0.7,0.889,3.4,1621.23,0.0,0.0
2024-07-11,31,3,28,7,0,122.8,120.2,450,10.6,10.0,0.0,0.0,0.6,0.918,4.5,1382.4,0.0,0.0
2024-07-12,31,4,28,7,0,145.5,145.0,619,11.3,11.2,0.0,0.4,0.5,0.902,3.2,1689.62,93.9,0.0
2024-07-13,31,5,28,7,0,253.7,264.0,943,21.0,20.3,0.0,0.0,0.7,0.894,3.0,2804.22,0.0,0.0
2024-07-14,31,6,28,7,0,168.8,172.0,571,12.8,13.3,0.4,0.8,0.7,0.809,5.8,1941.09,184.83,83.93
2024-07-15,31,0,29,7,1,175.7,175.7,780,13.8,13.1,0.0,0.0,0.7,0.834,4.1,1869.94,0.0,0.0
2024-07-16,31,1,29,7,1,175.3,180.8,495,15.7,15.7,0.0,0.8,0.8,0.937,4.2,2360.28,176.52,0.0
2024-07-17,31,2,29,7,1,189.8,192.4,499,17.1,17.2,0.0,0.7,0.6,0.971,3.2,2441.23,141.36,0.0
2024-07-18,31,3,29,7,1,225.9,217.9,732,17.3,16.7,0.0,0.0,0.6,0.852,5.4,2328.0,0.0,0.0
2024-07-19,31,4,29,7,1,205.8,203.8,542,14.9,14.5,0.3,0.0,0.7,0.686,7.6,2194.93,0.0,66.9
2024-07-20,31,5,29,7,1,290.6,281.3,1273,20.5,21.1,0.4,1.2,1.0,0.767,7.9,3119.78,270.48,88.22
2024-07-21,31,6,29,7,1,240.1,240.2,1044,18.0,17.3,0.3,0.0,1.0,0.699,7.2,2402.33,0.0,58.06
2024-07-22,31,0,30,7,1,204.4,200.5,577,16.4,15.9,0.0,0.0,0.5,0.847,6.7,2337.58,0.0,0.0
2024-07-23,31,1,30,7,1,187.6,187.4,785,15.8,14.9,0.0,0.0,0.9,0.949,2.9,2148.75,0.0,0.0
2024-07-24,31,2,30,7,1,171.0,167.5,726,12.9,12.3,0.0,0.0,0.6,0.859,4.3,1722.13,0.0,0.0
2024-07-25,31,3,30,7,1,211.6,203.5,803,16.4,15.8,0.0,0.0,0.6,0.781,4.7,2358.27,0.0,0.0
2024-07-26,31,4,30,7,1,276.2,269.7,1148,21.1,20.0,0.0,0.0,1.1,0.823,4.6,2827.89,0.0,0.0
2024-07-27,31,5,30,7,1,285.3,273.0,720,22.1,21.4,0.0,0.0,0.7,0.784,3.4,3054.57,0.0,0.0
2024-07-28,31,6,30,7,1,270.5,271.3,698,18.2,18.5,1.3,0.0,1.0,0.709,5.5,2560.23,0.0,244.15
2024-07-29,31,0,31,7,1,142.3,149.4,595,12.4,11.8,0.0,0.0,0.6,0.83,5.2,1793.88,0.0,0.0
2024-07-30,31,1,31,7,1,181.9,187.0,637,16.5,15.9,0.0,0.0,0.6,0.958,2.6,2260.45,0.0,0.0
2024-07-31,31,2,31,7,1,194.2,195.5,567,16.1,15.1,0.0,0.0,1.0,0.839,5.3,2272.47,0.0,0.0
2024-08-01,31,3,31,8,1,198.4,190.8,781,15.3,14.5,0.0,0.0,0.8,0.852,5.6,2165.41,0.0,0.0
2024-08-02,31,4,31,8,1,224.1,228.9,659,18.0,18.2,0.0,1.2,1.0,0.95,1.9,2637.42,255.01,0.0
2024-08-03,31,5,31,8,1,279.9,282.4,1214,19.5,19.6,1.1,0.0,1.0,0.693,7.0,2956.27,0.0,246.07
2024-08-04,31,6,31,8,1,210.9,206.0,789,15.7,14.8,0.0,0.0,0.9,0.759,5.0,2201.82,0.0,0.0
2024-08-05,31,0,32,8,1,198.5,205.1,688,16.4,16.6,0.0,1.0,0.8,0.955,1.7,2477.55,231.19,0.0
2024-08-06,31,1,32,8,1,162.3,156.9,587,13.2,12.7,0.0,0.0,0.5,0.914,4.7,1832.63,0.0,0.0
2024-08-07,31,2,32,8,1,188.6,189.3,646,15.8,14.9,0.0,0.0,0.9,0.939,4.1,2172.91,0.0,0.0
2024-08-08,31,3,32,8,1,201.3,203.9,892,17.5,16.5,0.0,0.0,1.0,0.955,3.2,2455.29,0.0,0.0
2024-08-09,31,4,32,8,1,196.1,204.4,743,14.6,15.5,0.5,1.2,0.8,0.809,5.4,2270.22,271.41,106.1
2024-08-10,31,5,32,8,1,334.5,320.4,953,25.1,24.1,0.0,0.0,1.0,0.754,5.0,3651.52,0.0,0.0
2024-08-11,31,6,32,8,1,271.7,278.4,1196,23.6,22.4,0.0,0.0,1.2,0.93,2.8,3349.65,0.0,0.0
2024-08-12,31,0,33,8,1,193.4,192.4,622,17.3,16.5,0.0,0.0,0.8,0.929,1.5,2390.42,0.0,0.0
2024-08-13,31,1,33,8,1,171.4,177.9,628,15.6,15.6,0.0,0.5,0.5,0.913,2.2,2293.95,110.5,0.0
2024-08-14,31,2,33,8,1,231.9,235.2,1026,18.6,18.6,0.0,0.8,0.8,0.805,4.8,2798.08,175.94,0.0
2024-08-15,31,3,33,8,1,192.1,196.8,777,17.0,17.6,0.0,1.1,0.5,0.94,2.2,2593.79,231.62,0.0
2024-08-16,31,4,33,8,1,225.2,223.9,571,15.9,16.1,0.7,0.0,0.5,0.735,7.0,2394.26,0.0,150.18
2024-08-17,31,5,33,8,1,303.7,312.4,1049,23.2,24.0,0.7,1.3,1.2,0.8,4.9,3470.47,276.95,144.88
2024-08-18,31,6,33,8,1,248.5,242.9,1028,19.2,18.4,0.0,0.0,0.8,0.77,6.7,2794.92,0.0,0.0
2024-08-19,31,0,34,8,1,196.3,187.1,494,15.0,14.3,0.0,0.0,0.7,0.812,6.0,1995.96,0.0,0.0
2024-08-20,31,1,34,8,1,159.3,155.7,596,13.9,13.3,0.0,0.0,0.6,0.958,1.1,1988.98,0.0,0.0
2024-08-21,31,2,34,8,1,154.6,161.3,495,12.6,12.2,0.0,0.0,0.4,0.859,3.5,1772.91,0.0,0.0
2024-08-22,31,3,34,8,1,219.9,230.3,746,18.5,17.5,0.0,0.0,1.0,0.792,5.5,2508.81,0.0,0.0
2024-08-23,31,4,34,8,1,209.0,217.7,737,15.4,15.3,0.5,0.0,0.6,0.751,4.6,2213.66,0.0,107.84
2024-08-24,31,5,34,8,1,288.8,285.6,1230,22.3,21.1,0.0,0.0,1.2,0.81,4.2,3151.19,0.0,0.0
2024-08-25,31,6,34,8,1,338.4,347.4,1203,26.5,25.2,0.0,0.0,1.3,0.779,5.4,3803.48,0.0,0.0
2024-08-26,31,0,35,8,1,182.1,175.5,461,15.1,14.3,0.0,0.0,0.8,0.925,1.8,2027.01,0.0,0.0
2024-08-27,31,1,35,8,1,196.2,204.3,637,16.7,16.5,0.0,0.6,0.8,0.958,2.4,2448.31,139.6,0.0
2024-08-28,31,2,35,8,1,157.3,156.7,472,13.1,12.4,0.0,0.0,0.7,0.955,3.2,1780.74,0.0,0.0
2024-08-29,31,3,35,8,1,204.7,207.4,872,16.7,15.7,0.0,0.0,1.0,0.823,5.4,2176.84,0.0,0.0
2024-08-30,31,4,35,8,1,268.3,272.0,836,21.1,20.2,0.0,0.0,0.9,0.819,4.6,3008.03,0.0,0.0
2024-08-31,31,5,35,8,1,253.1,255.2,936,19.9,19.9,0.0,0.7,0.7,0.808,3.3,2959.54,146.43,0.0
2024-09-01,31,6,35,9,1,205.1,206.2,534,16.4,15.4,0.0,0.0,1.0,0.818,5.2,2161.61,0.0,0.0
2024-09-02,31,0,36,9,0,126.5,132.5,494,11.4,11.5,0.0,0.6,0.5,0.9,3.7,1679.24,124.94,0.0
2024-09-03,31,1,36,9,0,132.3,126.6,393,10.0,9.6,0.0,0.0,0.4,0.851,3.8,1370.85,0.0,0.0
2024-09-04,31,2,36,9,0,111.6,110.7,421,8.5,8.6,0.0,0.4,0.3,0.84,5.1,1294.59,85.92,0.0
2024-09-05,31,3,36,9,0,108.2,105.5,416,9.4,8.9,0.0,0.0,0.5,0.929,2.8,1295.01,0.0,0.0
2024-09-06,31,4,36,9,0,166.7,163.4,539,13.5,12.9,0.0,0.0,0.6,0.899,2.6,1946.08,0.0,0.0
2024-09-07,31,5,36,9,0,231.6,234.9,765,17.4,17.4,0.6,0.0,0.6,0.734,6.5,2428.15,0.0,124.98
2024-09-08,31,6,36,9,0,173.9,176.3,674,12.9,12.6,0.4,0.0,0.7,0.701,6.7,1817.45,0.0,78.23
2024-09-09,31,0,37,9,0,107.9,113.3,397,9.8,9.5,0.0,0.0,0.3,0.955,1.3,1327.9,0.0,0.0
2024-09-10,31,1,37,9,0,108.2,108.8,392,8.8,8.5,0.0,0.0,0.3,0.833,3.8,1199.67,0.0,0.0
2024-09-11,31,2,37,9,0,109.3,109.2,391,9.2,8.8,0.0,0.0,0.4,0.931,2.1,1302.23,0.0,0.0
2024-09-12,31,3,37,9,0,135.1,130.2,363,10.9,10.3,0.0,0.0,0.6,0.911,2.3,1498.02,0.0,0.0
2024-09-13,31,4,37,9,0,176.4,170.1,772,12.5,11.9,0.0,0.0,0.6,0.813,7.1,1799.91,0.0,0.0
2024-09-14,31,5,37,9,0,198.6,204.2,508,16.0,15.9,0.0,0.8,0.9,0.851,4.4,2292.22,169.64,0.0
2024-09-15,31,6,37,9,0,162.4,165.8,519,11.8,11.5,0.4,0.0,0.7,0.778,5.7,1589.6,0.0,82.53
2024-09-16,31,0,38,9,0,137.5,136.1,427,11.0,10.6,0.0,0.0,0.4,0.852,3.5,1489.35,0.0,0.0
2024-09-17,31,1,38,9,0,108.8,107.6,346,8.6,8.3,0.0,0.0,0.3,0.854,5.4,1194.17,0.0,0.0
2024-09-18,31,2,38,9,0,140.9,136.3,570,11.3,10.9,0.0,0.0,0.4,0.879,4.7,1520.45,0.0,0.0
2024-09-19,31,3,38,9,0,147.2,141.8,644,11.3,10.8,0.0,0.0,0.5,0.886,4.8,1492.11,0.0,0.0
2024-09-20,31,4,38,9,0,132.8,134.9,560,10.0,9.6,0.0,0.0,0.4,0.819,7.1,1339.86,0.0,0.0
2024-09-21,31,5,38,9,0,170.6,175.0,604,13.8,13.4,0.0,0.0,0.4,0.818,3.7,1937.98,0.0,0.0
2024-09-22,31,6,38,9,0,217.3,219.5,677,17.5,16.7,0.0,0.0,0.8,0.856,5.8,2345.47,0.0,0.0
2024-09-23,31,0,39,9,0,108.6,106.7,419,8.3,7.9,0.0,0.0,0.4,0.908,3.1,1130.03,0.0,0.0
2024-09-24,31,1,39,9,0,131.5,129.6,486,11.0,10.8,0.0,0.4,0.6,0.917,4.4,1553.83,88.71,0.0
2024-09-25,31,2,39,9,0,142.7,146.5,378,13.0,12.4,0.0,0.0,0.6,0.958,3.8,1849.41,0.0,0.0
2024-09-26,31,3,39,9,0,115.8,119.0,515,9.9,9.5,0.0,0.0,0.4,0.869,3.8,1412.4,0.0,0.0
2024-09-27,31,4,39,9,0,150.9,145.0,402,11.4,11.0,0.0,0.0,0.4,0.878,3.4,1656.78,0.0,0.0
2024-09-28,31,5,39,9,0,213.8,222.8,857,16.0,15.6,0.3,0.0,0.7,0.745,7.5,2204.29,0.0,63.55
2024-09-29,31,6,39,9,0,194.2,186.2,691,14.1,13.4,0.0,0.0,0.7,0.832,4.3,1846.86,0.0,0.0
2024-09-30,31,0,40,9,0,120.0,121.2,432,10.3,9.7,0.0,0.0,0.6,0.916,1.5,1368.06,0.0,0.0
2024-10-01,31,1,40,10,0,101.9,100.0,324,7.9,7.5,0.0,0.0,0.4,0.842,4.4,1075.88,0.0,0.0
2024-10-02,31,2,40,10,0,131.4,137.2,439,10.7,10.1,0.0,0.0,0.6,0.883,4.6,1485.05,0.0,0.0
2024-10-03,31,3,40,10,0,164.8,166.2,592,13.7,13.2,0.0,0.0,0.5,0.882,2.7,1849.96,0.0,0.0
2024-10-04,31,4,40,10,0,152.4,153.3,674,11.0,10.5,0.0,0.0,0.5,0.785,4.5,1567.54,0.0,0.0
2024-10-05,31,5,40,10,0,224.8,224.2,623,16.9,16.1,0.0,0.0,0.8,0.832,5.5,2259.38,0.0,0.0
2024-10-06,31,6,40,10,0,146.8,144.1,536,11.4,10.8,0.0,0.0,0.6,0.82,3.8,1559.45,0.0,0.0
2024-10-07,31,0,41,10,0,134.4,135.2,498,10.4,10.1,0.0,0.0,0.3,0.875,4.6,1395.21,0.0,0.0
2024-10-08,31,1,41,10,0,119.5,114.3,335,9.8,9.4,0.0,0.0,0.4,0.918,3.1,1351.92,0.0,0.0
2024-10-09,31,2,41,10,0,113.8,114.6,378,9.1,8.6,0.0,0.0,0.5,0.879,4.2,1307.5,0.0,0.0
2024-10-10,31,3,41,10,0,165.6,162.8,682,14.6,14.0,0.0,0.0,0.6,0.93,4.1,2062.72,0.0,0.0
2024-10-11,31,4,41,10,0,182.0,188.6,773,15.3,14.5,0.0,0.0,0.8,0.892,2.9,2134.25,0.0,0.0
2024-10-12,31,5,41,10,0,192.8,184.6,494,13.8,13.6,0.3,0.0,0.5,0.751,5.2,1899.36,0.0,62.17
2024-10-13,31,6,41,10,0,167.2,166.9,631,13.3,13.5,0.0,0.9,0.7,0.925,2.3,2043.89,193.33,0.0
2024-10-14,31,0,42,10,0,125.9,123.1,389,10.2,9.6,0.0,0.0,0.6,0.904,3.2,1440.09,0.0,0.0
2024-10-15,31,1,42,10,0,128.5,122.7,573,10.6,10.3,0.0,0.0,0.3,0.955,3.5,1464.22,0.0,0.0
2024-10-16,31,2,42,10,0,117.5,119.2,501,10.5,9.9,0.0,0.0,0.6,0.918,2.3,1434.01,0.0,0.0
2024-10-17,31,3,42,10,0,146.1,151.3,367,12.8,12.1,0.0,0.0,0.7,0.918,4.0,1749.59,0.0,0.0
2024-10-18,31,4,42,10,0,151.7,146.8,463,10.1,9.7,0.0,0.0,0.4,0.802,5.6,1432.49,0.0,0.0
2024-10-19,31,5,42,10,0,212.3,204.0,585,15.0,14.9,0.4,0.0,0.5,0.74,4.5,2069.53,0.0,76.26
2024-10-20,31,6,42,10,0,213.9,209.4,956,14.8,14.9,0.6,0.0,0.5,0.715,5.5,2230.47,0.0,124.88
2024-10-21,31,0,43,10,0,115.4,120.9,449,9.9,9.5,0.0,0.0,0.4,0.831,3.0,1423.82,0.0,0.0
2024-10-22,31,1,43,10,0,111.8,114.6,316,9.7,9.3,0.0,0.0,0.4,0.925,2.5,1283.45,0.0,0.0
2024-10-23,31,2,43,10,0,115.9,117.4,291,10.0,9.9,0.0,0.4,0.5,0.953,3.7,1388.78,78.9,0.0
2024-10-24,31,3,43,10,0,139.6,140.9,486,11.2,10.6,0.0,0.0,0.6,0.86,3.1,1576.38,0.0,0.0
2024-10-25,31,4,43,10,0,166.3,165.0,482,11.8,11.4,0.0,0.0,0.4,0.797,5.2,1652.7,0.0,0.0
2024-10-26,31,5,43,10,0,222.3,228.2,674,17.2,16.4,0.0,0.0,0.8,0.834,5.0,2469.85,0.0,0.0
2024-10-27,31,6,43,10,0,218.3,223.9,657,15.7,15.8,0.7,0.0,0.6,0.759,4.3,2334.36,0.0,147.08
2024-10-28,31,0,44,10,0,133.3,128.1,546,11.1,10.7,0.0,0.0,0.4,0.949,3.3,1598.87,0.0,0.0
2024-10-29,31,1,44,10,0,123.4,129.3,389,10.1,9.8,0.0,0.0,0.3,0.836,6.5,1436.12,0.0,0.0
2024-10-30,31,2,44,10,0,156.6,156.5,530,12.4,11.7,0.0,0.0,0.7,0.836,3.6,1635.29,0.0,0.0
2024-10-31,31,3,44,10,0,137.6,132.5,441,11.5,11.7,0.0,0.8,0.6,0.966,3.6,1630.28,178.06,0.0
2024-11-01,31,4,44,11,0,184.0,184.1,741,14.2,13.5,0.0,0.0,0.7,0.861,4.3,1910.54,0.0,0.0
2024-11-02,31,5,44,11,0,259.0,254.5,847,17.9,17.9,0.7,0.0,0.7,0.753,6.5,2678.94,0.0,149.75
2024-11-03,31,6,44,11,0,212.0,208.3,835,14.6,14.5,0.6,0.0,0.7,0.735,7.9,2043.18,0.0,119.81
2024-11-04,31,0,45,11,0,153.1,146.3,548,12.9,12.2,0.0,0.0,0.7,0.905,3.6,1773.01,0.0,0.0
2024-11-05,31,1,45,11,0,120.6,122.2,461,10.0,9.4,0.0,0.0,0.6,0.89,3.0,1405.03,0.0,0.0
2024-11-06,31,2,45,11,0,169.8,167.1,529,13.8,13.3,0.0,0.0,0.5,0.861,5.1,1943.39,0.0,0.0
2024-11-07,31,3,45,11,0,138.8,138.3,546,12.1,11.5,0.0,0.0,0.6,0.943,3.9,1631.68,0.0,0.0
2024-11-08,31,4,45,11,0,183.1,187.8,601,14.4,13.7,0.0,0.0,0.7,0.836,4.1,1919.94,0.0,0.0
2024-11-09,31,5,45,11,0,229.9,240.0,651,18.1,17.5,0.0,0.0,0.6,0.795,6.2,2486.0,0.0,0.0
2024-11-10,31,6,45,11,0,181.5,178.2,702,13.2,13.1,0.3,0.0,0.4,0.728,6.4,1894.53,0.0,59.94
2024-11-11,31,0,46,11,0,160.2,166.2,615,13.8,13.4,0.0,0.0,0.4,0.857,4.9,1961.34,0.0,0.0
2024-11-12,31,1,46,11,0,123.0,119.5,311,9.5,9.2,0.0,0.0,0.3,0.892,3.2,1317.77,0.0,0.0
2024-11-13,31,2,46,11,0,173.0,169.4,453,15.0,14.5,0.0,0.0,0.5,0.953,2.9,2168.64,0.0,0.0
2024-11-14,31,3,46,11,0,121.5,126.5,383,10.8,11.2,0.0,0.8,0.4,0.934,1.8,1678.57,186.93,0.0
2024-11-15,31,4,46,11,0,143.9,137.5,564,10.0,9.8,0.0,0.4,0.6,0.857,2.5,1453.33,88.48,0.0
2024-11-16,31,5,46,11,0,233.6,223.4,594,16.4,15.8,0.3,0.0,0.9,0.753,7.4,2301.88,0.0,62.47
2024-11-17,31,6,46,11,0,220.3,221.3,862,16.3,17.1,0.6,1.0,0.8,0.853,4.9,2364.56,207.01,113.09
2024-11-18,31,0,47,11,0,138.3,134.7,378,11.3,10.6,0.0,0.0,0.7,0.92,2.4,1465.47,0.0,0.0
2024-11-19,31,1,47,11,0,163.4,161.1,446,14.1,13.3,0.0,0.0,0.8,0.943,4.1,1839.01,0.0,0.0
2024-11-20,31,2,47,11,0,167.8,160.0,703,13.5,12.8,0.0,0.0,0.7,0.917,1.5,1902.15,0.0,0.0
2024-11-21,31,3,47,11,0,174.5,178.9,488,14.6,13.8,0.0,0.0,0.8,0.879,3.5,2044.85,0.0,0.0
2024-11-22,31,4,47,11,0,209.5,209.0,542,16.0,15.5,0.0,0.0,0.5,0.854,4.5,2278.32,0.0,0.0
2024-11-23,31,5,47,11,0,247.9,247.0,923,18.7,17.7,0.0,0.0,1.0,0.845,5.5,2639.36,0.0,0.0
2024-11-24,31,6,47,11,0,181.9,187.4,497,12.9,12.6,0.4,0.0,0.7,0.692,7.6,1819.58,0.0,81.32
2024-11-25,31,0,48,11,0,167.5,169.6,509,13.0,12.4,0.0,0.0,0.6,0.907,2.8,1812.18,0.0,0.0
2024-11-26,31,1,48,11,0,135.6,130.4,441,10.3,10.0,0.0,0.0,0.3,0.858,4.3,1418.25,0.0,0.0
2024-11-27,31,2,48,11,0,122.6,124.4,355,10.4,10.0,0.0,0.0,0.4,0.912,2.2,1467.63,0.0,0.0
2024-11-28,31,3,48,11,0,168.6,171.5,706,13.7,12.9,0.0,0.0,0.8,0.869,5.5,1834.26,0.0,0.0
